source_e164,target_e164,our_context,platform_context,window,date,manual_label
+18772457020,+19362072987,callback,mentioned,James Received voice mail message from 936-207-2987 claiming to be Citi Financial and requesting I either call the number on the caller ID or 877-245-7020,2026-02-13,
+18772457020,+13137697181,callback,mentioned,"DeeGee Just received a call from 313-769-7181, the call comes up as CT financial. The voice message says to return call to call on caller ID or call 877-245-7020. Ne",2023-12-06,
+18772457020,+16202641022,callback,mentioned,"Sam I received a call from 620-264-1022 with the exact message saying ""I am with Citi Financial, please call the number on your caller ID or call 877-245-7020 ",2025-07-02,
+18772558395,+18558055486,callback,mentioned,umber and said they wouldn't leave a message asking us to call them and the number they are giving to call them back is 855-805-5486 which they said is not a number they are familiar with.  I keep ans,2019-11-01,
+18772890054,+17855043863,callback,mentioned,RayG call back number for IRS problems offering to help - suspect scam - call from 785-504-3863,2025-10-20,
+18773094886,+18042711318,callback,mentioned,IAMicried | 3 replies Received (2) calls from (804) 271-1318 stating they were from Health Program thru Anthem giving me a reference #.  Was told to call (877)309-4886 and refer to,2015-08-04,
+18773103564,+15672068243,callback,mentioned,AJ They left a voicemail regarding a legal matter. They called from 567-206-8243 but told me to call 877-310-3564,2025-08-22,
+18773103564,+16503991510,callback,mentioned,Coh ((877) 310-3564 the number they said to call but has a different number when they called (650) 399-1510 and said on the message that it's an urgent matter and has a pending complaint being held ag,2025-06-19,
+18773214034,+17472203073,callback,mentioned,Arbee Got a call from an 'Elsie' at 747-220-3073 who said to call Amerihome at 877-321-4034.  When I called Amerihome they could find no record of anyone at the company,2021-04-14,
+18773214034,+17472129460,callback,mentioned,"Kerry Kemble Left voicemail claiming to be Ariana from Amerihome Mortgage, but came from 747-212-9460, which is an LA are exchange and I live in FL.  Did not call back.",2019-01-07,
+18773828854,+18773838854,callback,mentioned, received a generic letter twice requesting information to my business acct. I did call the number on the letter first- 877-383-8854. It sounded like an out of country call center and I really didn't ,2019-04-23,
+18773931347,+18555128338,callback,mentioned,Sherri They left me the exact same message. Called from 1-855-512-8338 but told me to call 1-877-393-1347. He had said multiple attempts have been made to contact me and this was the first c,2025-09-26,
+18773958339,+13867150994,callback,mentioned,JD | 1 reply Getting calls from 386 715 0994 they leave messages they calling from asset recovery solutions i should back  call back at 877 395 8339 and it's like e,2026-01-27,
+18774301431,+18774301430,callback,mentioned,"Mel | 1 reply I got these 877-430-1430 ext 437839 called me twice from 5/11/2018 and 5/16/2018, when I called back just left message because told her hour 6AM",2018-05-16,
+18774898437,+18882758749,callback,mentioned,te number. The number they leave to call back on the voicemail is 877-489-8437. I called the legitimate Covititi number 888-275-8749 and asked them to confirm whether any medical records were requeste,2025-12-03,
+18775268680,+16083716666,callback,mentioned,"ontrol number"" to use if I called back  Call back number he gave was 877-526-8680, but incoming number on my phone read 608-371-6666 and listed as ""Albany Med Ctr.""  Not good!",2017-02-18,
+18775461351,+18006676577,callback,mentioned,Charly | 1 reply This is NOT A SCAM!!  You must call them back!  Try calling 1-800-667-6577 (Servus Credit Union Fraud Team).  Found out that someone tried to get a flight as well as spent $770 on my ,2015-12-16,
+18775800338,+19039808429,callback,mentioned,"32, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-2",2025-11-06,
+18775800338,+18782309537,callback,mentioned,"-299-5563, 856-450-8232, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-32",2025-11-06,
+18775800338,+15402770757,callback,mentioned,"rk:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-292-9758 Callback numbers",2025-11-06,
+18775804552,+15402770757,callback,mentioned,"rk:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-292-9758 Callback numbers",2025-11-06,
+18775804552,+19039808429,callback,mentioned,"32, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-324-9414 Wyoming: 307-2",2025-11-06,
+18775804552,+18782309537,callback,mentioned,"-299-5563, 856-450-8232, 856-450-7953, New York:  716-469-9991, 631-529-3512, 929-750-1025, 929-270-1045 Pennsylvania:  878-230-9537 Texas:  903-980-8429 Virginia:  540-277-0757 West Virginia:  681-32",2025-11-06,
+18775804884,+15736137108,callback,mentioned,"ked Keep getting at least 10 calls a week from ""Olivia"". They come in from all sorts of different #'s. Today came in as 573-613-7108, but told me to call her back at 877-580-4884. She sure seems annoy",2025-07-31,
+18777538851,+17069403162,callback,mentioned,Judy terry Got call from 7069403162 said Angela Torres said final call filing for complaint.  Return call 18777538851 . I can't think of complaint but if s,2024-05-02,
+18777538851,+19048392645,callback,mentioned,Kiara Adams Received call from 904-839-2645 Angela Torres stating this is a final call attempt regarding complain call the number 877-753-8851,2024-04-17,
+18777723794,+18009979540,callback,mentioned,patrice12xx Got a call from Mike from Social Security at 800 997 9540. It was not a good time to talk so he requested a call back at 877 772 3794 x 31517. Seems suspicious!,2025-04-07,
+18778580221,+14056016148,callback,mentioned,"mike potter got a call from 405-601-6148 with CallerID of ""roach justin"" ... called back and got disconnected message.  Means scammer. now caller blocked.",2015-02-13,
+18882192749,+17324150895,callback,mentioned,jp Recieved a call from 732 415 0895  leaving the # 888 219 2749    x 9609 and said to call back.  Could not make out the womens name. She was not clear... ,2026-01-23,
+18882303159,+12343124539,callback,mentioned,me and if I don't call this number 888-230-3159 back they will proceed without me.  They called on a local phone number 234-312-4539,2026-02-02,
+18882825157,+18008881726,callback,mentioned,"Jon I had some Credit fraud on a Gander Mountain Master Card, and shortly after received a voicemail from 800-888-1726, when I called that number it said to call 888-282-5157 for MC or Visa related is",2013-05-21,
+18884062849,+18775881338,callback,mentioned,"red Robo call asking the listener to call back at this number 888-….. robo call originated from:  877-588-1338: tax relief res agency “ hi this is M L, from tax……. If it was a legitimate business , th",2025-12-09,
+18885141230,+15743499820,callback,mentioned,Cat I get calls from 574-349-9820 3-4 times a week for a Matthew Comment to update my account.  It tells me to call them back at 888-514-1230 with accoun,2025-12-01,
+18886052146,+18006052146,callback,mentioned,"lls from a Conyers, GA number (which couldn’t be traced, and no one would answer when I called back) telling me to call 1-800-605-2146. They were saying they were an officer of treasury and my account",2021-07-12,
+18887154083,+18102138056,callback,mentioned,"Terri Called from 810-213-8056 (Flint, MI), James from SBG. Same exact script as previous posters.  Gave a callback number of 888-715-4083.",2023-07-25,
+18887214229,+17165820415,callback,mentioned,Kara Called about fraudulent check activity and gave a case number. Called from 716-582-0415 and wanted me to call them back on 888-721-4229. Says they were Alliance Capital and her name was Emily Joh,2023-01-19,
+18887297123,+18889980945,callback,mentioned,"led and asked me to call back at 800-918-8520.   No indication as to why. I also got an email 3 days ago saying to call 888-998-0945, stating they may have payment options for me- more convenient paym",2025-09-05,
+18887555506,+18445721736,callback,mentioned,red | 1 reply robo call solicitation for personal loan called from : #  …. 844-572-1736 asked the user to call them back on this number,2026-01-18,
+18888009030,+18005361574,callback,mentioned,Maci The number that actually called was 800-536-1574 which SUPPOSEDLY is B of A but not listed on their website. They left the 888-800-9030 as a call back number. First ink,2023-09-26,
+18888009030,+18008889030,callback,mentioned,e 22 call claiming I must call Bank of America. The name on three calls said ‘Account Services.’ The voice said to call (800) 888-9030.,2020-01-03,
+18888434492,+18554854670,callback,mentioned,C Got a call from 855-485-4670 supposedly from Aetna . Left a voicemail to call 888-843-4492 / with a pin #. Did not call back & googled the #. Found ,2025-11-21,
+18888824112,+14638007052,callback,mentioned,"AJ Fraudulent robocall from the ""Tax Relief and Consolidation Agency"" with CallerID 463-800-7052 claiming you are at risk of penalties and collections and they can help. Recording tells you to call th",2025-11-12,
+18889743406,+17732319441,callback,mentioned,"Anonymous Received a call from 773-231-9441, name Michelle Martin looking for a location for an individual giving a call back number of 888-974-3406.",2024-05-29,
+18889743406,+12342051755,callback,mentioned,"Robert Hayes Just received a call from 234-205-1755, name Heather Brasis looking for a location for me giving a call back number of 888-974-3406",2024-04-22,
+18889743406,+13153036042,callback,mentioned,Sarah Called from 315-303-6042 said her name is Pam Olcott calling to confirm location information on me with a call back number of 888-974-3406.,2023-08-16,
+19009999999,+18662195022,callback,mentioned,"but got a VM from ""Tracy"" about my Google business listing (which I don't have), obvious scam is obvious.  Said to call 866-219-5022, no way anyone should call that #.",2018-06-05,
+19009999999,+16576678157,callback,mentioned,umber. A male left a number asking me to call back while he had my info up on his computer screen. Left a direct number 657-667-8157. Also says he sent me a letter last month. Being he never spoke my ,2020-08-27,
+19009999999,+18007055388,callback,mentioned,Stuts Was asked to call National Highway admin at 800 705 5388 number for recall on automobile This call is bogus do not call.,2016-12-06,
+19009999999,+19494475846,callback,mentioned, give me a call back as soon as possible today that would be great my direct phone number is 949-447-5846 again that is 949-447-5846 also if you could have your reference number ready for me that woul,2020-01-31,
+19009999999,+16572307575,callback,mentioned,"Surfer Left a LONG message about GOD forbid you have a medical emergency...etc, etc said to call; 657-230-7575 Looked up the number, and there is no legitimate company attached to it. I did not try ca",2016-03-18,
+19009999999,+16572307525,callback,mentioned, minute v/m left (automated) about some kind of christian health care broker (talked a lot about god) - told me to call 657-230-7525 for more information,2016-03-31,
+19009999999,+18339642149,callback,mentioned,900-999-9999 left voicemail claiming they sent offer to help with unsecured credit debt. they want to be called back on 833-964-2149 - - - I WILL NOT CALL LOWLIFE SCAMMERS,2019-11-27,
+19033082941,+18449597520,callback,mentioned,Irritated Google listing scam They said to call (844) 959-7520,2025-10-10,
+19043573900,+18132108119,callback,mentioned,"sue 813-210-8119 repeatedly calling me at all hrs just turned them into the feds for harassment,  I called them back from my cell and th",2015-12-12,
+19057144035,+18004596415,callback,mentioned, The call was legitimately from CTFS to verify activity on my account they were concerned about.  I called back their # 1-800-459-6415 and confirmed it was them and not someone phishing.,2016-02-12,
+19057715874,+18773009585,callback,mentioned,"private person got a call from 877-3009585, I called back, it was FDR and wanted to know my name. I asked them more specifics about who they were and I felt it wa",2023-05-17,
+19077862035,+18005259094,callback,mentioned," a scam as per Alaska USA FCU if they need to get in contact with you they would call with the actual alaska usa number +1 800-525-9094, and have you call them back with that same number...",2020-02-29,
+19079317984,+19079317983,callback,mentioned,Nonov Urbiznis Also calls from 907-931-7983; probably has multiple numbers to continue to call if you block one. I blocked my number and called back. It says: “If ,2025-01-12,
+19088007944,+13038459609,callback,mentioned,"information. They are located in Texas. nTHERM, LLC 1321 Upland Dr #19675 Houston, TX, 77043 (888) 865-3402 - Toll Free (303) 845-9609 - Fax NTherm is a third-party provider of gas. We do not want his",2025-06-04,
+19092458350,+19519003156,callback,mentioned,ssage as I did not recognize it. Message was from someone who called himself Cole Barton and and gave a phone number of 951-900-3156. Said I needed to call him back or he was going to ship something t,2023-02-13,
+19094534021,+12158743322,callback,mentioned,"no messages, and number ""not in service"" on call back. Maybe connected to online banking verification system S*C*A*M !! 215-874-3322 (Bristol, PA, 03MAR20, 1834h), 219-552-7097 (Lowell, IN, 03MAR20, 1",2020-03-10,
+19094534021,+12195527097,callback,mentioned,"call back. Maybe connected to online banking verification system S*C*A*M !! 215-874-3322 (Bristol, PA, 03MAR20, 1834h), 219-552-7097 (Lowell, IN, 03MAR20, 1451h), 224-219-1653 (Waukegan, IL, 07MAR20, ",2020-03-10,
+19097293786,+19097293781,callback,mentioned,"called back using *67 to protect my privacy, the operator said to leave a message for Extension 7839.  Yesterday it was (909) 729-3781 and other (909) 729-3XXX.  SCAM suspected and now BLOCKED.",2025-09-29,
+19097293808,+19097293781,callback,mentioned,"called back using *67 to protect my privacy, the operator said to leave a message for Extension 7839.  Yesterday it was (909) 729-3781 & (909) 729-3819.  SCAM suspected and now BLOCKED.",2025-09-22,
+19097293819,+19097293781,callback,mentioned,"called back using *67 to protect my privacy, the operator said to leave a message for Extension 7839.  Yesterday it was (909) 729-3781.  SCAM suspected and now BLOCKED.",2025-09-16,
+19103835074,+18884998571,callback,mentioned,"s removed... actual number is ""+63-910-383-5074"" The callback number, allegedly ""Apple Support"" is not Apple-anything. ""+1-888-499-8571"" 800Notes does not recognize either number, which suggsts they'r",2025-07-16,
+19142666496,+16199351070,callback,mentioned,s” like not paying your mortgage. A variety of numbers associated with this call. Return call # 1-855-216-6496 opt out #1-619-935-1070,2024-10-04,
+19142666496,+18552166496,callback,mentioned,t general debt “solutions” like not paying your mortgage. A variety of numbers associated with this call. Return call # 1-855-216-6496 opt out #1-619-935-1070,2024-10-04,
+19158326595,+19158326400,callback,mentioned,"J Anderson Main number coming from TWC  El Paso Tx (915) 832-6400 , Ms Lopez (915) 832-6525 left a voicemail yesterday regarding my employment benefits... when I called back this mornin",2025-07-10,
+19158326595,+19158326525,callback,mentioned,"J Anderson Main number coming from TWC  El Paso Tx (915) 832-6400 , Ms Lopez (915) 832-6525 left a voicemail yesterday regarding my employment benefits... when I called back this morning a guy answere",2025-07-10,
+19168451385,+18886350494,callback,mentioned,reply Got a call from Kerry at the 'CA Franchise Tax Board'  She said our LLC was a 'Foreign Enity' and we need to call 888-635-0494 to clear it up.  It didn't make sense.  I called back the number th,2020-12-19,
+19168451385,+19168454394,callback,mentioned,"t a message mentioning my old business, and needed a call back by the next day. The return number was different though. 916-845-4394",2024-02-22,
+19172643817,+18443625893,callback,mentioned,"quests, you must press 9 to be removed. If you prefer to call us back, you can reach us at  844-362-5893. Again that is 844-362-5893. This exclusive offer expires at the end of February and is availab",2025-03-04,
+19173985568,+16193688889,callback,mentioned,619-368-8889 Called back Career Insitute.. I've applied to many online Jobs.. must of been how they got my number. I called and it D,2011-04-11,
+19189362400,+18662049145,callback,mentioned,mick called the call-back number they left me (866 204-9145). Message said it was about a schedule change on my trip paid for with points.  First they asked for the Trip ID# and t,2024-03-19,
+19205033188,+14244024225,callback,mentioned,"lines approaching, this is your best opportunity to resolve these issues before they become a larger issue. Please call 424-402-4225 today. To be removed, please call back the number on your Caller ID",2025-12-24,
+19209850821,+18559090886,callback,mentioned,"ions, you can press 1 now or give us a call back. Today is Tuesday; I will be at my desk till 6pm. You can reach me at  855-909-0886. I'll be happy to go over your terms with you. Looking forward to s",2026-01-29,
+19256747328,+18009564442,callback,mentioned,"hone number is with the charge. It is a disconnected number. If you didn't open a new Wells Fargo account, call them at 1-800-956-4442.",2025-04-29,
+19472636008,+19476236008,callback,mentioned,arding an important matter of reviewing the supply charges for your DTE natural gas statement. Please return my call at 947-623-6008 again the number is 947-263-6008 and please have a statement availa,2026-02-17,
+19498007625,+15392791665,callback,mentioned,Tisy Calling about a loan told me to call 539 279-1665,2025-05-12,
+19513268382,+16786618592,callback,mentioned,SCAM Had someone from a 678-661-8592 local GA. number call and then said I had to call back a 951-326-8382 number otherwise papers would be served at work o,2025-04-28,
+19515527312,+14013379438,callback,mentioned,"Ralph DeCristofaro Received a call from 401 337 9438, I live in RI.  A female told me to call 951 552 7312.  I called and a female answered, she asked to speak to my disabl",2025-12-02,
+19517036544,+16193524351,callback,mentioned,ided; I bet because they you to call back asking what this message about. Original number who left the message was from (619) 352-4351. (Real voice) “Hi this is Janine calling to formal???  ___⁠_⁠_⁠_ ,2026-01-02,
+19542450797,+18283270662,callback,mentioned, my phone 1 min msg about tax reconciliation? Nation Wide Tax Relief??? the nice lady voice told me to call her back at 828 327-0662 or call 930 278-4638 to opt out...,2025-05-31,
+19542450797,+19302784638,callback,mentioned,bout tax reconciliation? Nation Wide Tax Relief??? the nice lady voice told me to call her back at 828 327-0662 or call 930 278-4638 to opt out...,2025-05-31,
+19543243905,+18669034871,callback,mentioned," text received: ""TXTALERTSCOIN-BASE: The OTP code for your request is <redacted>. If this was not you please call us on +1 866-903-4871. Ref <redacted>""",2025-05-07,
+19568222807,+18553200044,callback,mentioned,"rocess for those who have back taxes or facing collections now is the time to see if you qualify please call us back at 855-320-0044 at your earliest convenience. If this message reached you in error,",2025-09-30,
+19592726476,+18555350198,callback,mentioned,"ever applied or even called them to inquire about a loan. The message is always the same: contact them at 833-704-3824, 855-535-0198, or 855-535-0095.",2025-05-19,
+19592726476,+18337043824,callback,mentioned," approved. I never applied or even called them to inquire about a loan. The message is always the same: contact them at 833-704-3824, 855-535-0198, or 855-535-0095.",2025-05-19,
+19592726476,+18555350095,callback,mentioned,"ven called them to inquire about a loan. The message is always the same: contact them at 833-704-3824, 855-535-0198, or 855-535-0095.",2025-05-19,
+19705421510,+18888603496,callback,mentioned,"Peter Called about order to disconnect electricity, told to call 888-860-3496. TOTAL FRAUD. SCAM",2025-09-10,
+19709555170,+12675105207,callback,mentioned,"ng updates, press 7.” Note that this message appeared to be an exact duplicate of the message sent the day before (from 267-510-5207), using the same voice and even giving the same call back number (w",2025-10-02,
+19714404667,+14436489815,callback,mentioned,block my driver's license and social security number immediately to press 1 to connect to our office or call us back at 443-648-9815  for more info . .. your financial future starts today don' miss ou,2025-02-04,
+19722810500,+18778967256,callback,mentioned,Donna Got a call from 972-281-0500 left a # to call 877-896-7256 X11054. She said she is w/ Ford Credit. Neither my husband or I have ever had a Ford or used Ford Credit. When I called,2023-05-12,
+19725217329,+18105805688,callback,mentioned,eft message stating name was Steve  and to call this number 972-521-7329 for an important matter today. Yet called from 810-580-5688  from ECS. Asked for me by first and last name.,2026-01-17,
+19726304533,+19726304536,callback,mentioned, president of Gulf Coast Western. Give me a call back when you're able. I have a project to run by you. You reach me at 972-630-4536 Never ever reached out to the guy.,2025-09-04,
+19739441999,+18664399564,callback,mentioned,Shane | 3 replies This is a cover number for Allied Interstate. The real number from which the call was dialed was 866-439-9564.,2011-09-20,
+19782522046,+18774731655,callback,mentioned,"They're Back,,,,,,,  Called from (978) 252-2046 saying they represented AARP UnitedHealth Care and to call them back at (877) 473-1655. Checking 800 notes I found this to be a bogus call.",2025-03-11,
+19782522046,+18774721655,callback,mentioned,acted yesterday from this number and they left a message for me to call back to discuss my health on a different number (877) 472-1655.  They said they were from United Health Care.,2024-02-23,
+19782969589,+18445904883,callback,mentioned," options with the menu was to opt out of phone calls; but, you had to dial the main number that belongs to them, namely 1-844-590-4883. I dialed them, blocked, once, and got the recording that they we",2026-01-17,
+19784883356,+18442033796,callback,mentioned,"umber if he was available, then to press a number if I would be willing to take a message for him. It also said to call 844-203-3796 to be removed from the call list.",2025-02-03,
+19785333309,+18449398898,callback,mentioned,Melody S This number 1-978-533-3309 leaves message to return call to 1-844-939-8898.  It says from United Health Care.  UHC does not have either number.  I reported this to UHC and they said they woul,2021-10-21,
+19785526118,+18335521038,callback,mentioned,"N CT Glad I checked. Got 4 calls in 2 days. All robot callers. Told me to call 833-805-1253, got same type message from 833-552-1038 ID said ""Care guide"" - how they got my number?? and knew I was inte",2024-12-05,
+19785526118,+18338051253,callback,mentioned,"KL IN CT Glad I checked. Got 4 calls in 2 days. All robot callers. Told me to call 833-805-1253, got same type message from 833-552-1038 ID said ""Care guide"" - how they got my number?? and knew I was ",2024-12-05,
+19786220589,+18776128332,callback,mentioned,"(978)622-0589 saying they were Wellcare and they an important reminder about my prescription ..... and asked me to call 1-877-612-8332. I called back and ""spoke"" with a robot asking if I was ""my name""",2024-07-15,
+19787756354,+18558331034,callback,mentioned,"Nancy J. From Well Care (Pae Tec) in Andover, MA. At least 12 calls. They want me to return call to 1-855-833-1034. Medicare Scam.",2020-06-12,
+19788023052,+18333859445,callback,mentioned,"they are calling ""on behalf of United Healthcare"" to ""check in with your health"" (yeah, right) and to call them back at 833-385-9445. Neither number checks out as United Healthcare so this is likely a",2023-08-05,
+19805492008,+18773103564,callback,mentioned,was my husband's full name). Your case number is [CASE NUMBER GIVEN]. Press 1 to be connected with a live agent or call (877) 310-3564 to address this urgent legal matter. You will need to reference y,2025-09-09,
+19855290309,+14699825000,callback,mentioned,"t. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: 14699825000 to listen to full voice message.",2025-07-01,
+12014623963,+12057368195,mentioned,sms,r picked up my order from Jersey Mike's Subs. I never ordered through Door Dash. I am also receiving similar texts from 205-736-8195. The other number I accidentally deleted.,2022-06-24,
+12042728202,+19310327356,mentioned,sms,"Mike Coinbase info stealing scam text Originating number +63 931 032 7356 Your Coinbase withdrawal code is: 444261.  Please do not share this code with anyone.  If you have not requested this, ",2025-08-27,
+12058514558,+16417428227,mentioned,sms,"me via your email. Apparently a scam. (Ph# belongs to a Carl G in Montgomery AL). ALSO got AirBnB codes texted from ph# +16417428227 which is Adair, IA.",2024-06-03,
+12063130004,+12066710004,mentioned,sms,"Upset Mom | 1 reply Two days ago I discovered under my text settings a number 206-671-0004. When I called it, a person sounding hesitant to answer the phone said hello.  This was not a business number",2011-11-20,
+12065330963,+18005330877,mentioned,callback,personal information. I asked my roommate and she said she would not have anything to do with this either 2065330963 or 8005330877. I am typing this message and someone just called me 2 minutes ago. A,2007-12-08,
+12065771304,+12673836489,mentioned,spoofed_cid,"cmp My computer was hacked on 8/1/20. I answered based on caller ID as Comcast 267-383-6489. After hacking numerous daily calls from 206-577-1304 ""Ronel Fernandez"",  ""Verizon"" 800-837-4966, ""Universit",2020-08-10,
+12067101195,+18446079115,mentioned,sms,"ame text with my name on it, even though she didn’t sign up. MY NAME, we must make contact immediately, call our office 844-607-9115 for info on your ACCT: MB........ Text STOP to opt-out. It's coming",2025-11-21,
+12083986716,+18334635528,sms,mentioned,Lindsy I got a text message from that number for a pending case and gave me 833-463-5528 for me to call for a pending case and they told  me I had a 4000 dollar loan that was in collections but wasn't,2025-09-29,
+12092249762,+18446079115,sms,mentioned,Rc Received text stating my account was 30 days past due. Wanted me to call 844-607-9115,2026-01-21,
+12093200963,+16198480572,callback,sms,Schmoe Scam text from bestdumpsterservices made to look like local number their real number is (619) 848-0572 the scam text number 209-320-0963 goes to Onvoy which is a scam number provider  still get,2025-12-02,
+12095934001,+18338355177,sms,mentioned,SAMANTHA Left a text message stating this is an attempt to collect a debt and for me to call 833-835-5177. Ask foe mae,2025-10-29,
+12095934008,+18334453053,callback,sms,onsi Received a text from Cynthia Jacobson in regards to a “pending case”. Text came from 209-593-4008 but told to call 833-445-3053. Tried calling but the phone disconnects the second it connects. To,2025-08-14,
+12096921413,+12096921419,spoofed_cid,mentioned,"m (spelling unknown). Sounded like a 'junk call' to me, but caller ID showed 'valid number.' We got a similar call from 209-692-1419 a while back.",2026-01-22,
+12122939678,+12122937678,spoofed_cid,mentioned,"t name.   Because he wasn't available, he wanted his cell phone (Rudy pretended to be his friend) - never heard of him. (212-293-7678).",2022-07-18,
+12124761000,+17064942609,spoofed_cid,mentioned,"1000 at 10:16 am. When looked the number up, it says it belongs to Blue Cross/Blue Shield.  Received a second call from 706-494-2609 at 10:17 am. CID came up as Blue Cross/Blue Shield.  I can't afford",2017-11-03,
+12125013400,+12123626000,mentioned,spoofed_cid,alls is interesting. I am a MET guild member and donor. For a number of years I got calls from the central phone number 212-362-6000 with caller ID Met Opera. I never answered any of them. Apparently ,2015-06-29,
+12128640834,+18662633801,sms,mentioned,"Gal Received text ""Charges placed on your account $1285,88. For any changes CallBOA customer care 18662633801 . / Another scam!!!!!!!",2023-09-26,
+12129061050,+15163962121,mentioned,spoofed_cid,"Charleston County Public Library We have received eleven calls today from this number, (516) 396-2121, and the caller ID 203.",2017-01-13,
+12138785751,+12139212034,sms,mentioned,Frist Text message was from McGuire Research conducting an opinion poll. Also received a call from them from 213-921-2034,2025-08-26,
+12139217773,+17015183612,mentioned,sms, in Texas and posted our car for sale online. Basically the same situation as those above but a different phone number: (701)518-3612. Texted saying his name is Duane Joshua and sent that blurry old N,2026-02-09,
+12139952991,+19419618518,callback,spoofed_cid,ve times in one day and gave out personal information to a family member. A different number showed up on the caller id (941-961-8518).  That number and the first number he left as a call back (213-55,2009-03-28,
+12148387574,+12164558720,callback,sms,Corvette Received a text from these idiots they text me from this number 216-455-8720 and told me to call them at this number 214-838-7574 with the same BS SCAM!! I blocked both numbers..,2025-09-03,
+12158414000,+12258414000,mentioned,spoofed_cid,"JM A caller from ""PECO""--on caller ID, #225-841-4000--told us they are coming to rewire our house and put a new meter in tomorrow to change our electric service to Direct E",2024-09-18,
+12232088892,+18444789531,mentioned,sms,"Gina G Multiple Failed Attempts to contact ×××× ××××× Case# 2022-206058 is now Finalized. Status Non-compliant. Office 844-478-9531 SCAMMERS, BOGUS TXT MESSAGES, ROBO CALLS",2025-02-14,
+12232206458,+17705886331,mentioned,sms,"r some back and forth, he says he's moved into a small apartment and the piano is in storage and to text another number (770-588-6331) for the storage and movers. I haven't even seen the piano, and su",2025-11-21,
+12232736351,+18332994577,sms,mentioned,imilar text from Mila Korven reaching out to ******* ***** in reference to pending case #POG276**** My office number is 833-299-4577. REPLY STOP TO OPT OUT!!!,2026-01-09,
+12252305021,+19207174451,callback,sms,"or.  I don't have any debts and have never heard of Lisa from America.  They gave a number to call 855.865.1878 or text 920.717.4451.  Once you reach a certain age, scammers of all kinds begin constan",2026-02-11,
+12252305021,+18558651878,callback,sms,"hey're a debt collector.  I don't have any debts and have never heard of Lisa from America.  They gave a number to call 855.865.1878 or text 920.717.4451.  Once you reach a certain age, scammers of al",2026-02-11,
+12254207082,+12095934001,mentioned,sms," office at 833-203-0877 and ask for Ava. But then the number that sent the text (to my husband's phone, by the way) was 209-593-4001.",2025-08-25,
+12293594423,+18004326823,sms,mentioned,Irv Received a text purportedly from Bank of America about a charge in Billings MT.  Wanted me to call 800-432-6823 to dispute the charge.  I do not have a Bank of America charge card.,2025-06-14,
+12393564315,+18338832744,sms,mentioned,"Text message ""[my name], this message is from the mediation department. It is imperative that you contact our office at 833-883-2744"". What mediation department? Standard fake debt collection scam pat",2024-06-27,
+12522734568,+12522734502,mentioned,spoofed_cid,"called right back...but I ignored the call, hoping he'd leave a voicemail. He did not. Caller ID says:  SWANQUARTER NC, (252) 273-4502",2025-08-12,
+12532152514,+12532151145,sms,mentioned,2532151145 Called I didn’t answer un know numbers than sent a text to give him a call and personalized it by his name Francisco I ,2022-02-04,
+12532162526,+12534557298,mentioned,spoofed_cid,"Queenie | 5 replies I'm sure pleased I have caller ID !!! 253-216-2526 plus 253-455-7298 don't care if your on the "" do not call registry"". I wish there was a way to stop these calls.",2015-07-17,
+12548638826,+18775191042,sms,mentioned,"ANON I just received a text stating “to prevent escalation regarding your file, contact the issuing agent at 877-519-1042 and reference file 630-04042. This message was sent by File Verification Servi",2025-08-27,
+12604402227,+13044511049,mentioned,spoofed_cid,"aller ID read ""Home Protectors"". No VM left. Had several calls reading the same Caller ID all from different numbers... 304-451-1049, and 240-241-1049. Same ID, no VM left.",2020-06-18,
+12605293342,+12605293925,callback,spoofed_cid," to be ""settled before the end of the month"". Says to just call back the number on the caller ID. Most recent number is (260) 529-3925 on caller ID, but it's not the number in the recording. Have had ",2025-09-30,
+12697682187,+12815450428,mentioned,spoofed_cid,"Fred J | 1 reply I've received at least 3 calls in the past two days from the same number 2815450428. My caller ID says it's located in Richmond, Texas.  Very heavy accent about saving me on my Auto I",2016-04-21,
+12765242245,+12763051971,mentioned,spoofed_cid,L M G Just received a call at 8 a.m. from # 276-305-1971 with a caller ID indicating: “BIG STONE GP VA”…..  answered the phone and the recorded message called out my full name ,2026-01-13,
+12813433435,+19859749278,mentioned,sms,"ge goes: [My Name], your appt with Dr Mikdadi at Heart Clinic of Hamm is on [date]. Txt 1 to Confirm, 2 to Cancel. Call (985) 974-9278 to reschedule. Reply STOP to end",2023-11-16,
